rating,tips,cat_name,cat_parent
,Best fry up on green street,Café,
7.2,"""Nathan's is as much about atmosphere and preserved retro style as it is food. It was established in 1927, but looks every immaculate inch the archetypal 1960s English high street cafe...""",Café,
8.2,Great landlord has injected new life in to this place. Traditional boozer. Lewisham's Pub of the Year 2010. Basement art gallery called Tank too.,Pub,
6.1,Fucking awful service. Go to the casino instead if you want sport,Pub,
,"Refurbished in summer 2015, it's far more upbeat, with interior & exterior (especially garden) done up very nicely. Great atmosphere & service, good drinks & food. Quality comedy club nights launched.",Pub,
7.9,Excellent venue for hanging out with friends for a few drinks. Food is very good although the menu is a little limited. Great live music at weekends from local bands.,Pub,
7.4,Amazing music venue.. nice ambiance..dimly lit..beautiful candelabres nd fireplaces. great beer garden..fairylights.. vintagy feels..,Pub,
8.5,Live music Friday,Pub,
7.8,Great place for a gig,Pub,
6.3,Perfect venue for music and comedy - always lively thanks to Goldsmiths. Plenty of character.,Pub,
5.3,Total crap,Pub,
7.9,The webite for The Eleanor Arms,Pub,
6.0,If you're getting food and you like traditional Irish grub go for the Irish bacon and cabbage. Just like my nan used to make.,Pub,
6.4,The best carvery I have ever had. This pub even outdoes my Nan's home cooked Sunday roasts! A real hidden gem and fantastic value at £11pp :-) we will all be back ...,Pub,
5.9,"Qualty of food is what you can expect from a place in a conference venue. This means it's ok, but not really good. But need to mention that it's not overpriced.",Pub,
5.3,The bathrooms are ready for a tetanus convention. Seriously. But the pub is really good when there is a Arsenal match. Beware of Cosplay conventions that can ruin your stay.,Pub,
6.3,Brothers 'Festival Strength' (7%) pear cider sold here for the hardcore amongst you,Pub,
6.7,look out for the ale festival!  Very few places in London give as much variety of good ale CHEAP!,Pub,
7.9,"06/09/2014 - Four Flavour Music Festival here at the Chandos Arms with performances from Little Emily, Maple Bee and The Velvet Moon Club.",Pub,
6.8,Great ales.  Loads of ITV staff. Great place to watch the Thames festival parade as well.,Pub,
9.2,Top beers!!,Pub,
6.8,Great fish and chip shop at the Standard.,Pub,
7.4,Gastropub with big range of beers,Pub,
8.9,Overlooking the Thames. Nice Gastropub apparently,Pub,
8.9,Great gastropub with fantastic food and a huge selection of ales.,Pub,
7.3,"Terrible slow bar service spoils a lovely pub overlooking the park. Lots of staff, all rather relaxed in their approach to the bartendering. Not tried the gastropub food, however it does look amazing.",Pub,
6.3,"This Sunday lunch has gastropub leanings, with the likes of oysters, smoked mackerel fishcakes and grilled Gloucester Old Spot ham with apple chutney on a daily changing menu.",Pub,
5.9,Gaelic games screened. Good irish pub.,Pub,
7.4,"great place, great service, try the muffin and the pizza",Pub,
8.8,Delish pizza. The place is huge and has a nice garden with music.,Pub,
8.3,"Love this place. Good selection of beer, the perfect Bloody Mary, cracking pizza with a good choice too. There is a selection of games too if you're into that. Very friendly staff and good atmosphere!",Pub,
8.9,"Quaint little pub - Charles Dickens used to frequent. Great roasts at Sunday lunchtime. On other nights, a cracking seafood restaurant",Pub,
8.3,Bring back the Dough Balls otherwise best bar in Royal Woolwich,Pub,
8.9,Get the pistachios - the best £2.50 you'll ever spend on a bar snack!,Pub,
7.2,Fantastic food and very cozy atmosphere during the day. Very lively at night.,Pub,
7.8,Lovely beer in a local Wetherspoons which also features a war memorial.,Pub,
8.7,History of the bar and neighborhood on all the walls.,Pub,
8.5,Best bar in Mile End. Make sure you hit the climbing wall first.,Pub,
7.9,Bar meals and a restaurant. Unbeatable river views and very high quality meals in the resturant,Pub,
8.1,Cheerful service with a smile. Great pies!,Pub,
7.5,The only place to be in the build up on Match day. COYI!!!!,Pub,
7.9,"Service was slow at the bar, but there is a nice garden, and a great room upstairs for parties/banquets.",Pub,
9.0,"Lovely interior, relaxed atmosphere, great selection of drinks, views of the river. What more can you ask for? One of the best pubs in London.",Pub,
8.2,Check if the kitchen is open before you come. If it is you'll be treated all the traits of a contemporary east london Gastro pub without the pretence.,Pub,
8.4,Use the bar pass app to beat the queue at the bar,Pub,
6.9,,Pub,
7.4,Love the chicken club here,Pub,
7.7,Really Cute pub,Pub,
8.4,UGNNnn double up UGNNn UGnnn,Pub,
8.7,"Very good food, and a nice selection of beer. Lovely and friendly atmosphere in a very spacious and traditional English pub!!! One of the best pub in East London!! Well done!!",Pub,
7.9,"Lovely pub, just lovely! Pleasant interior, nice beers, good food, fantastic atmosphere, nice tunes, lovely staff!",Pub,
6.4,"Chicken goujouns, garlic bread, new yorker burger are just amazing",Pub,
7.5,Best pub for some pre match (west ham) pints. Usually have doom bar on,Pub,
6.6,Mines a Doom Bar,Pub,
8.0,"Good beer, comfortable, lets dogs in (and gave us a bowl of water and dog biscuits), good £10 deal on a very good burger + a beer, and friendly staff. Staff need better communication.",Pub,
8.6,"""Well stocked with beers from the nearby Meantime Brewery, this relaxed, narrow bar is popular with a young ale-drinking crowd. Chocolate and raspberry beers add a sense of fun...""",Pub,
8.0,Bar foods rubbish but the restaurant menu is very good and  great value,Pub,
7.5,"In the street where Blur's video for ""Parklife"" was filmed.",Pub,
8.6,Great bar. The landlord is a great pint.,Pub,
7.9,"Support local musicians, buy their cd's from behind the bar.",Pub,
7.4,,Pub,
8.2,Dog friendly especially in the saloon bar side.,Pub,
6.5,"This is my family's local and every time I have visited here I have had a great time playing pool, eating some food, socialising with my family and having some drinks. One of my favourite pubs.",Pub,
7.1,"Great pub, now with turkey and stuffing crisps....",Pub,
6.8,Stores condiments on floor behind bar!!,Pub,
7.3,Pretty rubbish service at the bar but an excellent roast on a Sunday.,Pub,
8.7,There's a bar billiards table in the back,Pub,
7.6,"Clean, tidy and in a nice area.",Pub,
6.0,"Usually a good atmosphere, friendly bar staff that remember your order and some rock music! :D",Pub,
7.8,"Probably the worst service at the bar in Greenwich, possibly	London",Pub,
6.9,"Slow service at the bar a lot of the time, but redeemed by award winning lavatorial facilities.",Pub,
6.5,The hunters chicken is fantastic. Staff are very friendly too.,Pub,
7.8,"Too soon to give it too much of a review, but its nice a spacious and the ping pong tables are fairly priced: but a large glass of wine and a pint of cider was £12... So drinks are a little expensive",Pub,
6.0,Nice pub. Friendly bar staff will go again,Pub,
7.5,Lovely beer at this pub,Pub,
6.9,"Great beers, good music. Cozy place to drink with friends, watch a sport on tv. Cheap!",Pub,
6.9,Bar service fucking shocking again,Pub,
6.5,The Bexley Burger is amazing. Gotta try it,Pub,
,You may know this better as the Misfits Youth Centre,Pub,
7.3,Beer. There's your tip. Beer,Pub,
7.4,The new owners are Italian and the food now is amazing and authentic. The staff is very nice as well. Highly recommend!,Pub,
7.0,It has Bar Billiards... Enough said!!!!,Pub,
7.3,This place has good beers and the staff has a cool taste in music. No jukebox needed here. Home from home,Pub,
6.2,Cheap beer,Pub,
8.6,"Owned by Meantime Brewery of Greenwich. No Carlsberg or Fosters here, quality beer with great restaurant food and garden out the back.",Pub,
6.0,"Not a lot,boring range of beers,surely you could find some local micro breweries",Pub,
6.6,"Shepherd neame - enough said, support your local brewery",Pub,
8.3,Brilliant food (pizza is to die for!) and good range of alcohol to go with it :),Pub,
7.4,"Superb gastro pub in the heart of Royal Arsenal Riverside dwelling. Great atmosphere, very mature crowd and music just the right levels for a good chat with mates.",Pub,
7.2,Fantastic food and very cozy atmosphere during the day. Very lively at night.,Pub,
7.8,Lovely beer in a local Wetherspoons which also features a war memorial.,Pub,
6.9,,Pub,
6.4,"Chicken goujouns, garlic bread, new yorker burger are just amazing",Pub,
6.5,"This is my family's local and every time I have visited here I have had a great time playing pool, eating some food, socialising with my family and having some drinks. One of my favourite pubs.",Pub,
6.5,The hunters chicken is fantastic. Staff are very friendly too.,Pub,
6.5,The Bexley Burger is amazing. Gotta try it,Pub,
6.2,Cheap beer,Pub,
6.1,"Been here on numerous occasions celebrating birthdays, weddings or just socialising with friends on a Saturday night. I enjoy the chicken caesar salad the best along with the Sunday Carvery.",Pub,
5.8,Lots of African and Jamaican jams,Pub,
6.1,The breakfast here are amazing,Pub,
,"Awesome pub. open everyday from 1pm, and prices are reasonable low. Take a pint and ralex:) p.s. If you will came you should try flaming sambuca, that's pretty awesome how they are making that!!!",Pub,
6.0,Nice pub. Friendly bar staff will go again,Pub,
6.0,"Well located old traditional pub compared to the rest of bexleyheath's bars and corporate pikey dens (wetherspoons). Could do with a good clean and would do with redecoration. Otherwise fine, friendly",Pub,
5.9,"Try our new draught ciders, Thatchers Gold and Stowford Press. Both very crisp and refreshing. Only £2.55 per pint!",Pub,
5.8,Jan 2013 pub ran out of lager ??? Is this place being run down on purpose ?,Pub,
,,Pub,
5.5,Bit of a drug den.,Pub,
,"Refurbished in summer 2015, it's far more upbeat, with interior & exterior (especially garden) done up very nicely. Great atmosphere & service, good drinks & food. Quality comedy club nights launched.",Pub,
,,Pub,
,"Who the fuck died in the bogs, swarms of flies in there - well sussy",Pub,
,,Pub,
,Stunning interior. Listed on the national inventory of historic pub interiors. Great real ales.,Pub,
,Usually order the steak and it is quite nice.,Pub,
7.9,It’s all about the bay window overhanging the Thames. Bag this seat and you’ll feel like you’re sailing in an old galleon. A grand pub where you come to soak in the history (and river views).,Pub,
7.6,friendly service good food great London Pried - no children under 18 after 21:00,Pub,
6.9,"A lovely place for a weekend pint by the Lea Navigation Canal, which runs from Lea Bridge Road to Bow Lock.",Pub,
7.8,Friendly little pub near Bunhill Cemetery. Good beer and good service.,Pub,
